Name,Rating,Description,Total Reviews,Room Price
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Park Grand London KensingtonOpens in new window', 'The Landmark LondonOpens in new window', 'Argyle Square HotelOpens in new window', 'The Chilworth London PaddingtonOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Leonardo Royal London St Paul’sOpens in new window', 'Charlie HotelOpens in new window', 'The Bull & LastOpens in new window', 'Property in central londonOpens in new window', 'City Sleeper at Royal National HotelOpens in new window', 'Radisson Blu Edwardian New Providence Wharf Hotel, LondonOpens in new window']","[8.1, 9.4, 8.6, 8.9, 8.7, 8.1, 8.5, 7.8, 8.5, 8.4, 6.7, 8.0, 8.9, 7.6, 8.4, 8.2, 5.5, 8.8, 8.8, 8.8]","['Very good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Very good ', 'Review score ', 'Very good ', 'Fabulous ', 'Good ', 'Very good ', 'Very good ', 'Review score ', 'Fabulous ', 'Fabulous ', 'Fabulous ']","['1,409 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '524 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '612 reviews', '1,081 reviews', '5,957 reviews', '3,145 reviews', '5,544 reviews', '1,518 reviews', '2,086 reviews', '1,279 reviews', '9 reviews', '17 reviews', '2,839 reviews']",[]
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window']","[8.1, 9.4, 8.6, 8.9, 8.4, 8.7, 8.1, 8.5, 7.8, 8.5, 6.8, 8.7, 8.4, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7]","['Very good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Fabulous ', 'Very good ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ']","['1,409 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '1,518 reviews', '524 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '3,544 reviews', '612 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews']",[]
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Camden ApartmentsOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window']","[8.1, 9.4, 8.6, 8.9, 8.4, 8.7, 8.1, 8.5, 7.8, 8.5, 6.8, 8.4, 8.7, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 6.7, 8.1]","['Very good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Very good ', 'Fabulous ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Review score ', 'Very good ']","['1,409 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '1,518 reviews', '524 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '612 reviews', '3,544 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '76 reviews', '2,498 reviews']","['£188', '£110', '£331', '£247', '£390', '£259', '£260', '£540', '£349', '£314', '£255', '£149', '£755', '£265', '£375', '£233', '£83', '£209', '£412', '£279', '£279', '£209', '£118', '£267']"
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window', 'Rhodes HotelOpens in new window', 'citizenM London Victoria StationOpens in new window']","[8.1, 9.4, 8.6, 8.4, 8.7, 8.1, 7.8, 8.5, 6.8, 8.7, 8.4, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7, 7.7, 8.8]","['Very good ', 'Superb ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Fabulous ', 'Very good ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ', 'Good ', 'Fabulous ']","['1,409 reviews', '32 reviews', '1,550 reviews', '1,518 reviews', '524 reviews', '2,186 reviews', '576 reviews', '850 reviews', '695 reviews', '3,544 reviews', '612 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews', '1,693 reviews', '702 reviews']","['£204', '£110', '£331', '£269', '£259', '£260', '£540', '£349', '£314', '£149', '£755', '£265', '£233', '£408', '£90', '£209', '£412', '£279', '£279', '£209', '£267', '£128', '£167', '£216']"
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'The Chesterfield MayfairOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window', 'Rhodes HotelOpens in new window', 'citizenM London Victoria StationOpens in new window', 'Corinthia LondonOpens in new window', 'Park Grand London KensingtonOpens in new window']","[8.1, 9.4, 8.9, 8.4, 8.1, 8.5, 7.8, 8.5, 6.8, 8.4, 7.0, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7, 7.7, 8.8, 9.3, 8.0]","['Very good ', 'Superb ', 'Fabulous ', 'Very good ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Very good ', 'Good ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ', 'Good ', 'Fabulous ', 'Superb ', 'Very good ']","['1,409 reviews', '32 reviews', '2,147 reviews', '1,518 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '612 reviews', '510 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews', '1,693 reviews', '702 reviews', '705 reviews', '5,957 reviews']",[]
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window']","[8.1, 9.4, 8.6, 8.9, 8.4, 8.7, 8.1, 8.5, 7.8, 8.5, 6.8, 8.7, 8.4, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7]","['Very good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Fabulous ', 'Very good ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ']","['1,409 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '1,518 reviews', '524 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '3,544 reviews', '612 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews']",[]
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window', 'Rhodes HotelOpens in new window']","[8.1, 8.6, 8.9, 8.4, 8.7, 8.1, 8.5, 7.8, 8.5, 6.8, 8.7, 8.4, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7, 7.7]","['Very good ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Fabulous ', 'Very good ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ', 'Good ']","['1,409 reviews', '1,550 reviews', '2,147 reviews', '1,518 reviews', '524 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '3,544 reviews', '612 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews', '1,693 reviews']","['£204', '£110', '£269', '£390', '£259', '£260', '£540', '£349', '£314', '£255', '£149', '£755', '£265', '£233', '£408', '£90', '£209', '£412', '£279', '£279', '£209', '£267', '£128', '£167']"
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window']","[8.1, 9.4, 8.6, 8.9, 8.4, 8.7, 8.1, 8.5, 7.8, 8.5, 6.8, 8.7, 8.4, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7]","['Very good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Fabulous ', 'Very good ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ']","['1,409 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '1,518 reviews', '524 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '3,544 reviews', '612 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews']","['£204', '£110', '£331', '£269', '£390', '£259', '£260', '£540', '£349', '£314', '£255', '£149', '£755', '£265', '£233', '£408', '£90', '£209', '£412', '£279', '£279', '£209', '£267', '£128']"
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window', 'Rhodes HotelOpens in new window', 'citizenM London Victoria StationOpens in new window']","[8.1, 9.4, 8.6, 8.9, 8.1, 8.5, 7.8, 8.5, 6.8, 8.7, 8.4, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7, 7.7, 8.8]","['Very good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Fabulous ', 'Very good ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ', 'Good ', 'Fabulous ']","['1,409 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '3,544 reviews', '612 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews', '1,693 reviews', '702 reviews']",[]
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Camden ApartmentsOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window']","[8.1, 9.4, 8.6, 8.9, 8.4, 8.7, 8.1, 8.5, 7.8, 8.5, 6.8, 8.4, 8.7, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 6.7, 8.1]","['Very good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Very good ', 'Fabulous ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Review score ', 'Very good ']","['1,409 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '1,518 reviews', '524 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '612 reviews', '3,544 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '76 reviews', '2,498 reviews']",[]
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window']","[8.1, 9.4, 8.6, 8.9, 8.4, 8.7, 8.1, 8.5, 7.8, 8.5, 6.8, 8.7, 8.4, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7]","['Very good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Fabulous ', 'Very good ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ']","['1,409 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '1,518 reviews', '524 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '3,544 reviews', '612 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews']",[]
"['Caring HotelOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'Canary Riverside Plaza HotelOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Apex London Wall HotelOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window', 'Rhodes HotelOpens in new window', 'citizenM London Victoria StationOpens in new window']","[7.7, 9.4, 8.6, 8.9, 8.7, 8.1, 7.8, 8.5, 6.8, 8.7, 8.4, 7.0, 8.9, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7, 7.7, 8.8]","['Good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Fabulous ', 'Very good ', 'Good ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ', 'Good ', 'Fabulous ']","['1,779 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '524 reviews', '2,186 reviews', '576 reviews', '850 reviews', '695 reviews', '3,544 reviews', '612 reviews', '510 reviews', '507 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews', '1,693 reviews', '702 reviews']",[]
"['The ClevelandOpens in new window', 'GUEST HOUSE PARSONSOpens in new window', 'Sun Street HotelOpens in new window', 'One Hundred ShoreditchOpens in new window', 'The Chesterfield MayfairOpens in new window', 'The Hoxton, ShoreditchOpens in new window', 'Greenwich - 1930s retro flat - 3 bedroomsOpens in new window', 'Flemings MayfairOpens in new window', 'Impeccable 1-Bed House in LondonOpens in new window', 'Radisson Blu Edwardian Kenilworth Hotel, LondonOpens in new window', 'The Rokxy Townhouse - Kings CrossOpens in new window', ""YHA London St Paul'sOpens in new window"", 'Nobu Hotel London Portman SquareOpens in new window', 'Courthouse Hotel ShoreditchOpens in new window', 'Montcalm East, Autograph CollectionOpens in new window', 'London Olympus Hotel NirvanaOpens in new window', 'Caesar HotelOpens in new window', 'Great Scotland Yard Hotel, part of HyattOpens in new window', 'Courthouse Hotel LondonOpens in new window', 'Marlin Apartments London Bridge - Empire SquareOpens in new window', 'Ambassadors BloomsburyOpens in new window', 'Pestana Chelsea Bridge HotelOpens in new window', 'Camden ApartmentsOpens in new window', 'Rhodes HotelOpens in new window', 'citizenM London Victoria StationOpens in new window']","[8.1, 9.4, 8.6, 8.9, 8.4, 8.7, 8.1, 8.5, 7.8, 8.5, 6.8, 8.7, 7.0, 8.3, 8.8, 6.7, 7.6, 6.9, 8.1, 6.7, 7.7, 8.8]","['Very good ', 'Superb ', 'Fabulous ', 'Fabulous ', 'Very good ', 'Fabulous ', 'Very good ', 'Very good ', 'Good ', 'Very good ', 'Review score ', 'Fabulous ', 'Good ', 'Very good ', 'Fabulous ', 'Review score ', 'Good ', 'Review score ', 'Very good ', 'Review score ', 'Good ', 'Fabulous ']","['1,409 reviews', '32 reviews', '1,550 reviews', '2,147 reviews', '1,518 reviews', '524 reviews', '2,186 reviews', '324 reviews', '576 reviews', '850 reviews', '695 reviews', '3,544 reviews', '510 reviews', '2,231 reviews', '594 reviews', '1,081 reviews', '912 reviews', '1,238 reviews', '2,498 reviews', '76 reviews', '1,693 reviews', '702 reviews']","['£204', '£110', '£331', '£269', '£390', '£259', '£260', '£540', '£349', '£314', '£255', '£149', '£755', '£265', '£233', '£90', '£412', '£279', '£279', '£209', '£267', '£128', '£167', '£216']"
